ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,City,County,State,Zipcode,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Astronomical_Twilight
A-1019554,2,7/16/2018 20:25,7/16/2018 21:09,40.923328,-74.386337,1.919999957,Restrictions due to accident bicyclist involved on Taylortown Rd between US-202 Main Rd and Shawnee Trl.,53,Taylortown Rd,Montville,Morris,NJ,07045-9763,7/16/2018 20:53,87.1,,63,29.9,10,SSE,6.9,,Day
A-1019556,2,7/16/2018 20:39,7/16/2018 21:23,39.803883,-75.351303,0.319999993,Entry ramp to Route 130 Southbound from US-322 Eastbound closed due to fire department activity.,1,Ferry Rd,Bridgeport,Gloucester,NJ,08014-9729,7/16/2018 20:54,86,,61,29.91,10,SSW,10.4,,Day
A-1021613,2,7/17/2018 3:20,7/17/2018 3:50,39.864697,-75.033997,0,Accident on Charleston Ave between US-30 White Horse Pike and County Hwy-669 Warwick Rd.,2,E Charleston Ave,Lawnside,Camden,NJ,08045-1660,7/17/2018 2:54,75.9,,94,29.91,10,South,3.5,,Night
A-1021614,3,7/17/2018 4:01,7/17/2018 4:46,40.706734,-74.152077,4.789999962,Right lane blocked due to accident on I-78 Westbound from Exit 14A Avenue to Exit 14 I-95.,,Casciano Memorial Bridge,Newark,Essex,NJ,7114,7/17/2018 3:51,78.1,,81,29.88,10,SSW,8.1,,Day
A-1021616,2,7/17/2018 4:57,7/17/2018 5:27,39.946114,-75.116722,0,Accident on 7th St Northbound at Cooper St.,,Cooper St,Camden,Camden,NJ,8102,7/17/2018 4:54,78.1,,84,29.89,10,SSW,5.8,,Day
A-1021617,3,7/17/2018 5:35,7/17/2018 6:04,40.988438,-74.308998,0,Right and center lane closed due to accident overturned tractor trailer involved on I-287 Northbound before Exits 52A 52A-B 52B NJ-23.,,State Route 23,Riverdale,Morris,NJ,7457,7/17/2018 5:53,75.9,,91,29.88,8,Variable,3.5,,Day
A-1021618,3,7/17/2018 5:38,7/17/2018 6:08,40.924549,-74.959572,0,Accident on I-80 Eastbound at Exit 12 County Hwy-521 Blairstown Rd.,,Blairstown Rd,Blairstown,Warren,NJ,7825,7/17/2018 5:54,73.9,,97,29.86,,Calm,,,Day
A-1021621,3,7/17/2018 6:25,7/17/2018 6:54,40.401363,-74.189903,0,Accident on Garden State Pkwy Northbound after Exit 116 West Rd.,,Garden State Pkwy N,Holmdel,Monmouth,NJ,7733,7/17/2018 5:56,75,,90,29.91,10,SSW,6.9,,Day
A-1021625,3,7/17/2018 6:46,7/17/2018 7:16,40.706734,-74.252953,0,Three lanes closed due to serious accident on I-78 Westbound before Exit 52 Garden State Pkwy.,,I-78 W,Union,Union,NJ,7083,7/17/2018 6:51,78.1,,84,29.87,10,South,11.5,,Day
A-1021629,3,7/17/2018 7:27,7/17/2018 7:57,39.934677,-74.965767,0,Accident on I-295 Northbound at Exits 36A 36B NJ-73.,,I-295 N,Mount Laurel,Burlington,NJ,8054,7/17/2018 7:54,80.1,,85,29.88,10,Variable,4.6,,Day
A-1021637,2,7/17/2018 8:09,7/17/2018 8:39,40.870468,-74.188194,0,Accident on NJ-3 Westbound at US-46.,1276,US Highway 46,Clifton,Passaic,NJ,07013-2421,7/17/2018 7:53,78.1,,90,29.88,8,Variable,5.8,,Day
A-1021645,2,7/17/2018 8:32,7/17/2018 9:01,40.327091,-74.643272,0,Right hand shoulder closed due to accident on US-1 Northbound after Alexander Rd.,,US Highway 1,Princeton,Mercer,NJ,8540,7/17/2018 8:12,80.1,,85,29.87,9,SSW,9.2,,Day
A-1021646,2,7/17/2018 8:34,7/17/2018 9:03,40.780796,-74.055862,0,Bus lane blocked due to serious accident on NJ-495 Eastbound near NJ-3.,,New Jersey Tpke N,Secaucus,Hudson,NJ,7094,7/17/2018 8:43,82.9,,74,29.86,10,SW,11.5,,Day
A-1021647,2,7/17/2018 8:41,7/17/2018 9:11,40.408371,-74.305542,0,Right lane closed due to accident on US-9 Southbound at Fairway Ln.,,US Highway 9,Old Bridge,Middlesex,NJ,8857,,,,,,,,,,Day
A-1021670,3,7/17/2018 10:58,7/17/2018 11:28,39.867367,-75.101967,0,Right hand shoulder blocked due to accident on I-76 Eastbound at Exit 1A NJ-42.,,NJ-42 S,Bellmawr,Camden,NJ,8031,7/17/2018 10:54,84.9,,67,29.85,10,West,9.2,,Day
A-1021678,2,7/17/2018 11:30,7/17/2018 12:00,40.754959,-74.210182,0,Right lane blocked due to accident on Garden State Pkwy Northbound at Exit 145 I-280.,,Garden State Pkwy N,East Orange,Essex,NJ,7018,7/17/2018 11:51,88,,59,29.81,10,SW,12.7,,Day
A-1021679,2,7/17/2018 12:15,7/17/2018 12:44,39.921604,-75.039444,0,Accident on NJ-70 Marlton Pike Westbound at Penn Ave.,2157,Marlton Pike W,Cherry Hill,Camden,NJ,08002-2732,7/17/2018 11:54,88,,63,29.83,10,WSW,5.8,,Day
A-1021681,2,7/17/2018 12:54,7/17/2018 13:23,40.62738,-74.304108,0,Three lanes blocked due to accident on Garden State Pkwy Southbound at Exit 135 County Hwy-613 Central Ave.,,Garden State Pkwy S,Clark,Union,NJ,7066,,,,,,,,,,Day
A-1021682,3,7/17/2018 13:00,7/17/2018 13:30,39.87241,-75.037514,0,Right hand shoulder closed due to accident on I-295 Northbound at Exit 30 County Hwy-669 Warwick Rd.,,I-295 S,Lawnside,Camden,NJ,8045,7/17/2018 12:54,90,,59,29.81,10,WSW,6.9,,Day
A-1021684,3,7/17/2018 13:50,7/17/2018 14:20,39.878384,-75.102516,0,Right hand shoulder closed due to accident on I-76 Westbound at Exit 1B I-295.,,I-295 S,Mount Ephraim,Camden,NJ,8059,7/17/2018 13:54,91.9,,45,29.77,10,WSW,13.8,,Day
A-1021685,3,7/17/2018 14:03,7/17/2018 14:33,40.643894,-74.998169,0,Left lane closed due to jackknifed trailer on I-78 Westbound at Exit 11 Frontage Rd.,,I-78 E,Asbury,Hunterdon,NJ,8802,7/17/2018 13:53,88,,65,29.75,9,Variable,4.6,,Day
A-1021694,3,7/17/2018 15:46,7/17/2018 16:15,40.263111,-74.511787,0,Left lane blocked due to accident on I-95 New Jersey Turnpike Southbound at Exit 8 NJ-133 Hightstown Byp.,,New Jersey Tpke S,Hightstown,Mercer,NJ,8520,7/17/2018 15:41,72,,93,29.82,1,NNW,10.4,0.88,Day
A-1021695,3,7/17/2018 15:52,7/17/2018 16:21,40.351406,-74.473839,0,Right hand shoulder blocked due to accident on I-95 New Jersey Turnpike Southbound at Exit 8A County Hwy-535 Cranbury South River Rd.,,New Jersey Tpke S,Monroe Township,Middlesex,NJ,8831,7/17/2018 15:53,72,,93,29.8,2.5,NW,10.4,1.13,Day
A-1021697,2,7/17/2018 16:09,7/17/2018 16:39,40.540279,-74.338493,0,Right lane closed due to accident on US-1 Southbound at County Hwy-660 Grandview Ave.,,US Highway 1,Edison,Middlesex,NJ,8837,,,,,,,,,,Day
A-1021703,2,7/17/2018 16:43,7/17/2018 17:13,40.230419,-74.754013,0,Accident on US-1 Westbound at New York Ave.,,Trenton Fwy S,Trenton,Mercer,NJ,8638,7/17/2018 16:48,73.4,,94,29.77,5,Variable,3.5,0.2,Day
A-1021707,3,7/17/2018 17:28,7/17/2018 17:57,39.889111,-75.104874,0,Right hand shoulder closed due to accident on I-76 Westbound at County Hwy-634 Market St.,,N South Fwy N,Gloucester City,Camden,NJ,8030,7/17/2018 17:54,77,,90,29.82,10,SE,6.9,0.01,Day
A-1021712,2,7/17/2018 17:45,7/17/2018 18:15,39.82449,-74.928085,0,Left lane closed due to accident on NJ-73 both ways at County Hwy-675 Cooper Rd.,85,Route 73,Voorhees,Camden,NJ,08043-9533,7/17/2018 17:54,75,,100,29.83,8,Calm,,0.08,Day
A-1021716,3,7/17/2018 18:05,7/17/2018 18:34,40.864208,-74.012138,0,All lanes stopped due to jackknifed trailer on I-80 Eastbound at I-95. Traffic getting by on the shoulder.,,New Jersey Tpke S,Teaneck,Bergen,NJ,7666,7/17/2018 17:51,73,,93,29.78,8,South,4.6,0.14,Day
A-1021718,2,7/17/2018 18:42,7/17/2018 19:11,40.639874,-74.290482,0,Right hand shoulder blocked due to accident on Garden State Pkwy Southbound at Exit 136 County Hwy-607 Raritan Rd.,,Garden State Pkwy S,Cranford,Union,NJ,7016,,,,,,,,,,Day
A-1021726,2,7/17/2018 19:45,7/17/2018 20:15,39.987877,-74.210815,0,Accident on Garden State Pkwy Northbound at US-9.,,Garden State Pkwy N,Toms River,Ocean,NJ,8755,7/17/2018 19:41,71.6,,94,29.85,10,SE,4.6,0.08,Day
A-1021728,2,7/17/2018 20:42,7/17/2018 21:26,39.9123,-75.110954,0,Accident on 9th St at Morgan St.,832,Morgan St,Camden,Camden,NJ,08104-2659,7/17/2018 20:54,75.9,,91,29.83,10,East,5.8,,Day
A-1021730,2,7/17/2018 20:52,7/17/2018 21:37,40.658531,-74.287331,0,Left lane blocked due to accident on Garden State Pkwy Southbound after Exit 137 NJ-28 North Ave.,,North Ave E,Cranford,Union,NJ,7016,,,,,,,,,,Day
A-1021733,2,7/17/2018 21:52,7/17/2018 22:34,40.760189,-74.051147,0,Right lane blocked due to accident on US-1 Tonnele Ave Southbound after US-9 Tonnele Ave.,,Secaucus Rd,Jersey City,Hudson,NJ,7307,7/17/2018 21:51,72,,97,29.84,6,WNW,4.6,,Day
A-1021734,2,7/17/2018 22:43,7/17/2018 23:28,40.494766,-74.300133,0,Right lane blocked due to accident on Garden State Pkwy Northbound after Exits 125 127 Chevalier Ave.,,Garden State Pkwy N,South Amboy,Middlesex,NJ,8879,,,,,,,,,,Night
A-1021735,2,7/17/2018 22:47,7/17/2018 23:31,40.615192,-74.494606,0.579999983,Accident on County Hwy-651 Mount Bethel Rd between County Hwy-527 Mountain Boulevard Ext and County Hwy-638 Washington Valley Rd.,598,Warrenville Rd,Warren,Somerset,NJ,07059-5618,7/17/2018 15:42,71.1,,100,29.81,6,Calm,,0.15,Night
A-1021737,2,7/17/2018 23:17,7/17/2018 23:41,40.222454,-74.016319,0,Accident on 1st Ave both ways around Comstock St.,1099,1st Ave,Asbury Park,Monmouth,NJ,07712-5819,7/17/2018 23:15,69.8,,100,29.84,10,Calm,,,Night
A-1023790,2,7/18/2018 2:37,7/18/2018 3:21,40.7896,-74.19548,2.150000095,Shoulder blocked due to accident on Garden State Pkwy Northbound from Exit 147 Parkway Dr to Exit 148 John F Kennedy Dr.,,Garden State Pkwy S,Bloomfield,Essex,NJ,7003,7/18/2018 2:51,72,,84,29.81,10,NNW,6.9,,Night
A-1023797,2,7/18/2018 6:27,7/18/2018 6:57,39.831089,-75.089073,0,Right hand shoulder closed due to accident on NJ-42 Northbound at Exit 12 NJ-41 Hurffville Rd.,,Hurffville Rd,Woodbury,Gloucester,NJ,8096,7/18/2018 6:54,71.1,,66,29.89,10,NNW,8.1,,Day
A-1023799,2,7/18/2018 6:49,7/18/2018 7:18,40.185719,-74.570404,0,Accident on County Hwy-539 Old York Rd at I-195.,,I-195 E,Trenton,Mercer,NJ,8691,7/18/2018 6:53,66.9,,79,29.86,10,NNW,5.8,,Day
A-1023801,3,7/18/2018 7:10,7/18/2018 7:39,40.044476,-74.83432,0,Left lane closed due to accident on I-295 Northbound at Exits 47A 47B County Hwy-541 Mount Holly Rd.,,I-295 N,Burlington,Burlington,NJ,8016,7/18/2018 6:54,71.1,,73,29.89,10,NNW,6.9,,Day
A-1023809,2,7/18/2018 7:48,7/18/2018 8:47,39.95034,-75.105461,0,Accident on Harrison Ave at County Hwy-601 State St.,1501,Harrison Ave,Camden,Camden,NJ,08105-3601,7/18/2018 7:54,72,,61,29.9,10,NNW,12.7,,Day
A-1023813,2,7/18/2018 8:30,7/18/2018 9:20,39.700783,-74.940804,0,Accident on County Hwy-705 Cedarbrook Rd at County Hwy-536 Malaga Rd.,341,Cedarbrook Rd,Sicklerville,Camden,NJ,8081,7/18/2018 8:54,73.9,,68,29.9,10,NNW,9.2,,Day
A-1023815,2,7/18/2018 8:04,7/18/2018 9:34,39.717087,-74.969536,0,Accident on County Hwy-705 Sicklerville Rd at County Hwy-536 Spur Williamstown Rd.,,Williamstown Rd,Sicklerville,Camden,NJ,8081,7/18/2018 7:54,71.1,,75,29.88,10,NNW,9.2,,Day
A-1023816,3,7/18/2018 8:12,7/18/2018 9:14,39.732315,-75.40593,0,Left hand shoulder blocked due to accident on I-295 Northbound at Exit 7 County Hwy-643 Straughns Mill Rd.,,I-295 N,Pedricktown,Salem,NJ,8067,7/18/2018 7:54,72,,61,29.9,10,NNW,12.7,,Day
A-1023818,2,7/18/2018 8:04,7/18/2018 9:20,39.910671,-75.085213,0,Accident on County Hwy-729 Richey Ave at County Hwy-630 Collings Ave.,699,Collings Ave,Oaklyn,Camden,NJ,08107-1723,7/18/2018 7:54,72,,61,29.9,10,NNW,12.7,,Day
A-1023830,3,7/18/2018 8:09,7/18/2018 9:14,40.711952,-74.323837,0,Accident on I-78 Westbound at Exit 48 NJ-24.,,I-78 W,Springfield,Union,NJ,7081,,,,,,,,,,Day
A-1023831,3,7/18/2018 8:08,7/18/2018 9:10,40.778034,-74.099808,0,Left lane blocked due to accident on I-95 New Jersey Tpke Southbound after NJ-3.,,New Jersey Tpke S,Lyndhurst,Bergen,NJ,7071,7/18/2018 7:51,71.1,,70,29.87,10,NNW,8.1,,Day
A-1023832,3,7/18/2018 8:35,7/18/2018 9:20,40.859421,-74.36676,0,Left lane blocked due to accident on I-80 Westbound before Exits 43 47A I-280.,,I-280 W,Parsippany,Morris,NJ,7054,7/18/2018 8:55,73.4,,69,29.91,10,NNE,9.2,,Day
A-1023850,2,7/18/2018 9:48,7/18/2018 10:33,40.899525,-74.026756,0,Lane blocked due to accident on NJ-4 Eastbound at County Hwy-17 River Rd.,,State Route 4,Teaneck,Bergen,NJ,7666,7/18/2018 9:51,77,,56,29.89,10,NNE,9.2,,Day
A-1023872,2,7/18/2018 12:26,7/18/2018 12:55,39.884621,-74.922218,0,Accident on NJ-73 both ways at County Hwy-607 Maple Ave.,427,Route 73 S,Marlton,Burlington,NJ,08053-2047,7/18/2018 12:54,82.9,,54,29.91,10,North,10.4,,Day
A-1023873,3,7/18/2018 12:33,7/18/2018 13:03,40.242443,-74.701134,0,Left lane closed due to accident on I-295 Southbound at Exit 64 County Hwy-535 State Street Ext.,,I-295 N,Trenton,Mercer,NJ,8619,7/18/2018 12:53,84,,47,29.88,10,North,9.2,,Day
A-1023874,2,7/18/2018 12:40,7/18/2018 13:09,40.748718,-74.060898,0,Right lane closed due to accident on US-9 Tonnele Ave Southbound at US-1 Tonnele Ave.,514,Tonnele Ave,Jersey City,Hudson,NJ,07307-4325,7/18/2018 12:51,82.9,,44,29.9,10,North,,,Day
A-1023875,2,7/18/2018 13:11,7/18/2018 13:41,40.242531,-74.032532,0,Accident on Roseld Ave at Logan Rd.,,Roseld Ave,Asbury Park,Monmouth,NJ,7712,7/18/2018 12:56,80.1,,52,29.92,10,North,10.4,,Day
A-1023876,2,7/18/2018 13:21,7/18/2018 13:50,40.434315,-74.251259,0,Two lanes blocked due to accident on Garden State Pkwy Southbound at Exit 120 County Hwy-626 Matawan Rd.,,Garden State Pkwy S,Matawan,Middlesex,NJ,7747,,,,,,,,,,Day
A-1023878,3,7/18/2018 14:37,7/18/2018 15:06,39.934677,-74.965767,0,Left hand shoulder closed due to accident on I-295 both ways at Exits 36A 36B NJ-73.,,I-295 N,Mount Laurel,Burlington,NJ,8054,7/18/2018 14:54,84.9,,46,29.91,10,NNE,8.1,,Day
A-1023880,2,7/18/2018 14:54,7/18/2018 15:24,39.811066,-75.061615,0,Left hand shoulder closed due to accident on NJ-42 Northbound at Exit 9A Coles Rd.,,NJ-42 S,Blackwood,Camden,NJ,8012,7/18/2018 14:54,84.9,,38,29.91,10,NNE,12.7,,Day
A-1023881,2,7/18/2018 15:41,7/18/2018 16:10,40.204975,-74.760368,0,Right lane closed due to accident on NJ-29 John Fitch Pkwy Northbound at Cass St.,,Cass St,Trenton,Mercer,NJ,8611,7/18/2018 15:53,86,,36,29.88,10,North,9.2,,Day
A-1023894,3,7/18/2018 16:50,7/18/2018 17:20,39.912601,-75.11602,0,Right lane closed due to accident on I-676 Southbound at Exit 3 Morgan St.,,I-676 S,Camden,Camden,NJ,8104,7/18/2018 16:54,82.9,,37,29.91,10,North,8.1,,Day
A-1023899,3,7/18/2018 17:10,7/18/2018 17:39,40.853786,-73.963249,1.610000014,Right lane blocked due to accident on I-95 George Washington Brg Northbound between Henry Hudson Pkwy and Palisades Interstate Pkwy.,,US-1 S,Fort Lee,Bergen,NJ,7024,7/18/2018 16:51,86,,31,29.87,10,NNW,13.8,,Day
A-1023905,2,7/18/2018 17:51,7/18/2018 18:21,40.780796,-74.055862,0,Two lanes blocked due to accident on NJ-495 Westbound at NJ-3.,,New Jersey Tpke N,Secaucus,Hudson,NJ,7094,7/18/2018 17:51,84,,33,29.88,10,North,12.7,,Day
A-1023915,2,7/18/2018 18:30,7/18/2018 19:00,40.202415,-74.635201,0,Left lane closed due to accident on US-130 Westbound at I-195.,,US-130 N,Trenton,Mercer,NJ,8691,7/18/2018 18:53,82.9,,38,29.89,10,NNW,6.9,,Day
A-1023917,3,7/18/2018 18:47,7/18/2018 19:16,39.87537,-75.04982,0,Left lane closed due to accident on I-295 Southbound at Exit 29A US-30 White Horse Pike.,,Clements Bridge Rd,Barrington,Camden,NJ,8007,7/18/2018 18:54,82.9,,37,29.92,10,North,10.4,,Day
A-1023918,3,7/18/2018 18:59,7/18/2018 19:28,40.641029,-74.205772,0,Left lane blocked due to accident on I-95 New Jersey Turnpike Northbound at Exit 13 I-278.,,New Jersey Tpke N,Elizabeth,Union,NJ,7202,,,,,,,,,,Day
A-1023920,2,7/18/2018 19:24,7/18/2018 19:54,40.767563,-74.021515,0,One lane blocked due to accident on NJ-495 Lincoln Tunl Eastbound at Park Ave.,,Lincoln Tunl W,Weehawken,Hudson,NJ,7086,7/18/2018 19:51,80.1,,35,29.92,10,Calm,,,Day
A-1023932,2,7/18/2018 23:08,7/19/2018 0:08,39.519409,-75.255287,0,Restrictions due to serious accident on County Hwy-663 Center Rd at County Hwy-540 Deerfield Rd.,148,Center Rd,Bridgeton,Cumberland,NJ,08302-6064,7/18/2018 22:54,68,,90,29.96,10,West,3.5,,Night
A-1026080,2,7/19/2018 2:23,7/19/2018 2:52,39.941818,-75.129372,0,Accident on Harbour Blvd at Delaware Ave.,,Delaware Ave,Camden,Camden,NJ,8103,7/19/2018 1:54,71.1,,49,30.03,10,North,6.9,,Night
A-1026088,2,7/19/2018 5:50,7/19/2018 6:35,39.716686,-74.960037,0,Accident on Short Ct at Hargrove St.,,Hargrove St,Sicklerville,Camden,NJ,8081,7/19/2018 5:54,57.9,,93,30.05,10,Calm,,,Day
A-1026089,3,7/19/2018 6:06,7/19/2018 6:35,40.909222,-74.503693,0,Right lane closed due to serious accident on I-80 Eastbound at Exit 37 Hibernia Ave.,,Hibernia Ave,Rockaway,Morris,NJ,7866,7/19/2018 6:15,55.4,,100,30.08,10,Calm,,,Day
A-1026101,2,7/19/2018 6:43,7/19/2018 7:12,41.060398,-74.122826,0,Two lanes blocked due to accident on NJ-17 Southbound at County Hwy-81 Crescent Ave.,,E Crescent Ave,Ramsey,Bergen,NJ,7446,7/19/2018 6:53,61,,81,30.1,10,NE,3.5,,Day
A-1026106,2,7/19/2018 7:12,7/19/2018 7:42,40.938431,-74.071297,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound at Exit 163 NJ-17.,,State Route 17,Paramus,Bergen,NJ,7652,7/19/2018 6:51,64.9,,68,30.06,10,Calm,,,Day
A-1026107,2,7/19/2018 7:12,7/19/2018 7:42,40.705383,-74.245613,0,Right hand shoulder blocked due to accident on Garden State Pkwy Southbound before Exits 142A 142B 142C I-78.,,I-78 W,Hillside,Union,NJ,7205,7/19/2018 6:51,66.9,,59,30.06,10,NNE,9.2,,Day
A-1026109,3,7/19/2018 7:24,7/19/2018 7:54,40.749794,-74.180534,0,Left lane blocked due to accident on I-280 Westbound at Exit 14A 8th Ave.,,I-280 E,Newark,Essex,NJ,7103,7/19/2018 7:51,70,,55,30.08,10,NNE,10.4,,Day
A-1026110,2,7/19/2018 7:12,7/19/2018 7:58,40.585938,-74.328384,0,Accident on Garden State Pkwy Southbound before Parkway Ser Area.,,Garden State Pkwy S,Colonia,Middlesex,NJ,7067,,,,,,,,,,Day
A-1026114,2,7/19/2018 7:36,7/19/2018 8:04,40.775745,-74.040512,0,One lane blocked due to accident on Lincoln Tunnel Eastbound at Tonnelle Ave.,2998,Tonnelle Ave,North Bergen,Hudson,NJ,07047-2236,7/19/2018 7:51,69.1,,49,30.08,10,Variable,3.5,,Day
A-1026115,3,7/19/2018 7:33,7/19/2018 8:02,39.909157,-74.984383,0,Right hand shoulder closed due to accident on I-295 Northbound at Exits 34A 34B NJ-70 Marlton Pike.,,Marlton Pike E,Cherry Hill,Camden,NJ,8034,7/19/2018 7:54,66.9,,68,30.07,10,North,4.6,,Day
A-1026118,2,7/19/2018 7:52,7/19/2018 8:37,40.558842,-74.708504,0,Accident on US-202 Northbound at Chubb Way.,,US Highway 202 S,Somerville,Somerset,NJ,8876,7/19/2018 7:53,64.9,,75,30.06,10,NNW,4.6,,Day
A-1026119,2,7/19/2018 7:59,7/19/2018 8:28,40.640846,-74.289764,0,Center lane blocked due to accident on Garden State Pkwy Southbound at Exit 136 County Hwy-615 Centennial Ave.,,Garden State Pkwy S,Cranford,Union,NJ,7016,,,,,,,,,,Day
A-1026120,3,7/19/2018 7:33,7/19/2018 8:20,39.87241,-75.037514,0,Left lane closed due to accident on I-295 Southbound before Exit 30 County Hwy-669 Warwick Rd.,,I-295 S,Lawnside,Camden,NJ,8045,7/19/2018 7:54,66.9,,68,30.07,10,North,4.6,,Day
A-1026122,2,7/19/2018 8:03,7/19/2018 8:33,40.435703,-74.485458,0,Accident on US-130 Southbound after Adams Ln.,2177,US Highway 130,North Brunswick,Middlesex,NJ,08902-4811,7/19/2018 7:53,64.9,,75,30.06,10,NNW,4.6,,Day
A-1026123,2,7/19/2018 8:03,7/19/2018 8:32,40.988438,-74.308998,0,Two left lane closed due to accident on NJ-23 Southbound at I-287.,,State Route 23,Riverdale,Morris,NJ,7457,7/19/2018 7:53,64.9,,70,30.11,10,ENE,4.6,,Day
A-1026134,3,7/19/2018 8:42,7/19/2018 9:11,40.860603,-74.385178,0,Right lane closed due to accident on I-80 Westbound at Exit 45 County Hwy-637 Beverwyck Rd.,,I-80 W,Parsippany,Morris,NJ,7054,7/19/2018 8:45,68,,68,30.1,10,East,5.8,,Day
A-1026138,2,7/19/2018 8:48,7/19/2018 9:18,40.388626,-74.179451,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound after Exit 116 West Rd.,,Garden State Pkwy S,Holmdel,Monmouth,NJ,7733,7/19/2018 8:56,72,,59,30.11,10,NE,8.1,,Day
A-1026141,3,7/19/2018 9:14,7/19/2018 9:59,40.6577,-74.64444,0,Left lane blocked due to accident on I-287 Northbound at US-206 US Highway 202 206.,,I-287 N,Bedminster,Somerset,NJ,7921,7/19/2018 8:53,72,,49,30.09,10,NE,8.1,,Day
A-1026142,3,7/19/2018 9:17,7/19/2018 10:01,40.859421,-74.36676,0,Accident on I-80 Westbound at I-280.,,I-280 W,Parsippany,Morris,NJ,7054,7/19/2018 9:45,73.4,,57,30.12,10,NE,5.8,,Day
A-1026143,2,7/19/2018 9:20,7/19/2018 10:04,40.724648,-74.091522,0,Left lane blocked due to accident on US-1 Trk Communipaw Ave Southbound at Communipaw Ave.,,Communipaw Ave,Jersey City,Hudson,NJ,7304,7/19/2018 9:15,,,,,10,North,,,Day
A-1026148,2,7/19/2018 9:33,7/19/2018 10:02,40.800434,-74.187637,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound at Exit 149 County Hwy-506 Belleville Ave.,,Garden State Pkwy N,Bloomfield,Essex,NJ,7003,7/19/2018 9:51,75,,40,30.09,10,ENE,6.9,,Day
A-1026156,2,7/19/2018 9:56,7/19/2018 10:25,40.170597,-74.092316,0,Left hand shoulder blocked due to accident on NJ-138 Westbound at Brinley Rd.,3386,State Route 138,Wall Township,Monmouth,NJ,07719-9675,7/19/2018 9:56,73.9,,59,30.12,10,ENE,8.1,,Day
A-1026167,3,7/19/2018 10:49,7/19/2018 11:33,40.859421,-74.36676,0,Left lane blocked due to accident on I-80 Westbound at Exits 43 47A I-280.,,I-280 W,Parsippany,Morris,NJ,7054,7/19/2018 10:45,75.2,,50,30.12,10,ENE,5.8,,Day
A-1026168,2,7/19/2018 11:17,7/19/2018 11:49,40.788597,-74.197258,0,Accident on Garden State Pkwy Southbound at Exit 148 John F Kennedy Dr.,,Garden State Pkwy S,Bloomfield,Essex,NJ,7003,7/19/2018 10:51,78.1,,36,30.1,10,Variable,4.6,,Day
A-1026173,2,7/19/2018 11:53,7/19/2018 12:22,39.769661,-75.048904,0,Left lane blocked and left hand shoulder blocked due to accident on Atlantic City Expy Eastbound at Exit 44 NJ-42.,,Atlantic City Expy E,Blackwood,Gloucester,NJ,8012,7/19/2018 11:54,80.1,,34,30.11,10,East,8.1,,Day
A-1026179,3,7/19/2018 12:22,7/19/2018 12:50,40.686066,-74.096321,5.230000019,Left lane blocked due to accident on I-78 Newark Bay Brg Eastbound between Exit 14 I-95 and Exit 14A Avenue.,,I-78 W,Jersey City,Hudson,NJ,7305,7/19/2018 12:15,,,,,10,North,,,Day
A-1026182,2,7/19/2018 13:46,7/19/2018 14:15,39.913822,-75.010178,0,Right lane closed due to accident on NJ-70 Marlton Pike Eastbound at NJ-41 Brace Rd.,,Kings Hwy N,Cherry Hill,Camden,NJ,8002,7/19/2018 13:54,82.9,,38,30.08,10,North,5.8,,Day
A-1026186,2,7/19/2018 14:11,7/19/2018 14:41,39.653149,-74.343979,0,Right hand shoulder blocked due to accident on Garden State Pkwy Southbound at Exit 58 County Hwy-539.,,Route 539,Tuckerton,Ocean,NJ,8087,7/19/2018 13:54,82,,51,30.09,10,ESE,6.9,,Day
A-1026188,2,7/19/2018 14:16,7/19/2018 14:46,39.89254,-74.212036,0,Left lane blocked due to accident on Garden State Pkwy Southbound at Exit 77 County Hwy-618 Pinewald Keswick Rd.,,Garden State Pkwy N,Bayville,Ocean,NJ,8721,7/19/2018 13:56,82,,44,30.12,10,Variable,4.6,,Day
A-1026189,3,7/19/2018 14:19,7/19/2018 14:48,40.813614,-74.056259,0,Left lane blocked due to accident on I-95 New Jersey Turnpike-Western Spur Southbound near Meadowlands Sports Complex.,,New Jersey Tpke S,Carlstadt,Bergen,NJ,7072,7/19/2018 13:51,81,,33,30.08,10,Variable,4.6,,Day
